Timestamp,car-id,car-type,gate-name
03/05/2016 01:48,20161803011802-7,4,entrance1
03/05/2016 02:04,20164703014714-826,1,general-gate7
03/05/2016 02:19,20164703014714-826,1,entrance1
03/05/2016 02:47,20164703024723-870,1,entrance0
03/05/2016 02:58,20164703024723-870,1,general-gate4
03/05/2016 03:03,20160303030330-18,4,entrance0
03/05/2016 03:04,20164703024723-870,1,general-gate7
03/05/2016 03:15,20160303030330-18,4,general-gate4
03/05/2016 03:16,20164703024723-870,1,entrance1
03/05/2016 03:22,20160303030330-18,4,general-gate7
03/05/2016 03:22,20162203032249-287,1,entrance3
03/05/2016 03:35,20160303030330-18,4,entrance1
03/05/2016 03:44,20164403034425-964,2,entrance3
03/05/2016 03:44,20162203032249-287,1,general-gate1
03/05/2016 03:47,20162203032249-287,1,ranger-stop2
03/05/2016 03:50,20165003035005-470,4,entrance3
03/05/2016 03:50,20162203032249-287,1,ranger-stop0
03/05/2016 03:52,20165003035005-470,4,gate6
03/05/2016 03:53,20165003035005-470,4,ranger-stop6
03/05/2016 03:54,20162203032249-287,1,general-gate2
03/05/2016 03:54,20165003035005-470,4,gate5
03/05/2016 03:59,20165003035005-470,4,general-gate5
03/05/2016 04:06,20162203032249-287,1,general-gate5
03/05/2016 04:07,20164403034425-964,2,general-gate1
03/05/2016 04:08,20165003035005-470,4,gate3
03/05/2016 04:10,20164403034425-964,2,ranger-stop2
03/05/2016 04:10,20165003035005-470,4,ranger-stop3
03/05/2016 04:13,20164403034425-964,2,ranger-stop0
03/05/2016 04:17,20162203032249-287,1,entrance4
03/05/2016 04:17,20164403034425-964,2,general-gate2
03/05/2016 04:23,20165003035005-470,4,ranger-stop3
03/05/2016 04:25,20165003035005-470,4,gate3
03/05/2016 04:34,20165003035005-470,4,general-gate5
03/05/2016 04:39,20164403034425-964,2,entrance2
03/05/2016 04:39,20165003035005-470,4,gate5
03/05/2016 04:40,20165003035005-470,4,ranger-stop6
03/05/2016 04:41,20165003035005-470,4,gate6
03/05/2016 04:44,20165003035005-470,4,entrance3
03/05/2016 05:15,20161503051539-698,5,entrance3
03/05/2016 05:16,20161603051619-50,2,entrance2
03/05/2016 05:35,20161503051539-698,5,general-gate1
03/05/2016 05:36,20161603051619-50,2,camping6
03/05/2016 05:37,20161503051539-698,5,ranger-stop2
03/05/2016 05:40,20161503051539-698,5,ranger-stop0
03/05/2016 05:43,20161503051539-698,5,general-gate2
03/05/2016 05:54,20161503051539-698,5,general-gate5
03/05/2016 06:00,20161603051619-50,2,camping6
03/05/2016 06:04,20161503051539-698,5,entrance4
03/05/2016 06:10,20161603051619-50,2,general-gate5
03/05/2016 06:11,20161103061131-806,1,entrance2
03/05/2016 06:22,20161603051619-50,2,general-gate2
03/05/2016 06:25,20161603051619-50,2,ranger-stop0
03/05/2016 06:28,20161603051619-50,2,ranger-stop2
03/05/2016 06:29,20161103061131-806,1,general-gate2
03/05/2016 06:29,20162903062955-470,2P,ranger-base
03/05/2016 06:31,20161603051619-50,2,general-gate1
03/05/2016 06:31,20162903062955-470,2P,gate8
03/05/2016 06:32,20161603051619-50,2,entrance0
03/05/2016 06:32,20161103061131-806,1,ranger-stop0
03/05/2016 06:35,20161103061131-806,1,ranger-stop2
03/05/2016 06:38,20161103061131-806,1,general-gate1
03/05/2016 06:41,20162903062955-470,2P,general-gate5
03/05/2016 06:48,20161103061131-806,1,general-gate4
03/05/2016 06:49,20162903062955-470,2P,gate3
03/05/2016 06:51,20162903062955-470,2P,ranger-stop3
03/05/2016 06:54,20161103061131-806,1,general-gate7
03/05/2016 06:59,20165903065938-717,1,entrance0
03/05/2016 07:01,20165903065938-717,1,general-gate1
03/05/2016 07:03,20165903065938-717,1,ranger-stop2
03/05/2016 07:03,20161103061131-806,1,camping5
03/05/2016 07:06,20165903065938-717,1,ranger-stop0
03/05/2016 07:09,20165903065938-717,1,general-gate2
03/05/2016 07:13,20161303071359-778,1,entrance4
03/05/2016 07:16,20162903062955-470,2P,ranger-stop3
03/05/2016 07:18,20162903062955-470,2P,gate3
03/05/2016 07:19,20161903071919-851,2,entrance1
03/05/2016 07:20,20165903065938-717,1,general-gate5
03/05/2016 07:23,20162903062955-470,2P,camping8
03/05/2016 07:24,20161303071359-778,1,general-gate5
03/05/2016 07:24,20162903062955-470,2P,general-gate3
03/05/2016 07:24,20165903065938-717,1,general-gate6
03/05/2016 07:25,20161903071919-851,2,camping2
03/05/2016 07:32,20165903065938-717,1,camping7
03/05/2016 07:33,20165903065938-717,1,camping7
03/05/2016 07:35,20162903062955-470,2P,gate4
03/05/2016 07:35,20161303071359-778,1,general-gate2
03/05/2016 07:36,20162903062955-470,2P,ranger-stop5
03/05/2016 07:39,20161303071359-778,1,ranger-stop0
03/05/2016 07:41,20165903065938-717,1,general-gate6
03/05/2016 07:42,20161303071359-778,1,ranger-stop2
03/05/2016 07:44,20161303071359-778,1,general-gate1
03/05/2016 07:47,20165903065938-717,1,entrance4
03/05/2016 07:49,20162903062955-470,2P,ranger-stop5
03/05/2016 07:51,20162903062955-470,2P,gate4
03/05/2016 07:57,20165703075701-962,1,entrance2
03/05/2016 07:57,20165703075716-246,2,entrance4
03/05/2016 07:59,20162903062955-470,2P,gate5
03/05/2016 08:00,20162903062955-470,2P,ranger-stop6
03/05/2016 08:00,20155705025759-63,1,camping4
03/05/2016 08:05,20161303071359-778,1,entrance3
03/05/2016 08:07,20165703075716-246,2,general-gate5
03/05/2016 08:12,20155705025759-63,1,camping2
03/05/2016 08:17,20161703081731-671,3,entrance0
03/05/2016 08:18,20165703075716-246,2,general-gate2
03/05/2016 08:20,20165703075701-962,1,general-gate2
03/05/2016 08:21,20165703075716-246,2,ranger-stop0
03/05/2016 08:23,20165703075701-962,1,ranger-stop0
03/05/2016 08:24,20165703075716-246,2,ranger-stop2
03/05/2016 08:27,20165703075716-246,2,general-gate1
03/05/2016 08:27,20165703075701-962,1,ranger-stop2
03/05/2016 08:28,20161703081731-671,3,general-gate4
03/05/2016 08:30,20165703075701-962,1,general-gate1
03/05/2016 08:35,20161703081731-671,3,general-gate7
03/05/2016 08:43,20165703075701-962,1,general-gate4
03/05/2016 08:46,20161703081731-671,3,entrance1
03/05/2016 08:47,20162903062955-470,2P,ranger-stop6
03/05/2016 08:47,20165703075716-246,2,entrance3
03/05/2016 08:47,20162903062955-470,2P,gate5
03/05/2016 08:51,20165703075701-962,1,general-gate7
03/05/2016 08:52,20162903062955-470,2P,gate8
03/05/2016 08:54,20162903062955-470,2P,ranger-base
03/05/2016 09:02,20165703075701-962,1,camping4
03/05/2016 09:53,20165303095316-38,1,entrance3
03/05/2016 10:00,20160003100024-653,5,entrance4
03/05/2016 10:03,20160303100343-663,5,entrance0
03/05/2016 10:10,20161003101050-671,6,entrance0
03/05/2016 10:15,20165303095316-38,1,general-gate1
03/05/2016 10:18,20165303095316-38,1,ranger-stop2
03/05/2016 10:19,20160003100024-653,5,entrance2
03/05/2016 10:22,20165303095316-38,1,ranger-stop0
03/05/2016 10:22,20162203102237-41,1,entrance4
03/05/2016 10:22,20161003101050-671,6,general-gate4
03/05/2016 10:23,20160303100343-663,5,entrance3
03/05/2016 10:25,20165303095316-38,1,general-gate2
03/05/2016 10:26,20162603102627-437,2,entrance0
03/05/2016 10:29,20161003101050-671,6,general-gate7
03/05/2016 10:31,20162203102237-41,1,general-gate5
03/05/2016 10:34,20163403103449-145,3,entrance1
03/05/2016 10:34,20162302072339-398,1,camping4
03/05/2016 10:38,20165303095316-38,1,general-gate5
03/05/2016 10:38,20162603102627-437,2,general-gate4
03/05/2016 10:42,20161003101050-671,6,entrance1
03/05/2016 10:42,20162203102237-41,1,general-gate2
03/05/2016 10:43,20162302072339-398,1,general-gate7
03/05/2016 10:45,20162203102237-41,1,ranger-stop0
03/05/2016 10:45,20162603102627-437,2,general-gate7
03/05/2016 10:47,20163403103449-145,3,general-gate7
03/05/2016 10:48,20162203102237-41,1,ranger-stop2
03/05/2016 10:49,20165303095316-38,1,camping6
03/05/2016 10:49,20165303095316-38,1,camping6
03/05/2016 10:50,20162302072339-398,1,general-gate4
03/05/2016 10:50,20162203102237-41,1,general-gate1
03/05/2016 10:54,20163403103449-145,3,general-gate4
03/05/2016 10:58,20162603102627-437,2,entrance1
03/05/2016 11:00,20162302072339-398,1,general-gate1
03/05/2016 11:01,20162203102237-41,1,general-gate4
03/05/2016 11:02,20162302072339-398,1,ranger-stop2
03/05/2016 11:05,20162302072339-398,1,ranger-stop0
03/05/2016 11:06,20163403103449-145,3,general-gate1
03/05/2016 11:07,20162203102237-41,1,general-gate7
03/05/2016 11:08,20162302072339-398,1,general-gate2
03/05/2016 11:08,20163403103449-145,3,ranger-stop2
03/05/2016 11:11,20165303095316-38,1,entrance2
03/05/2016 11:11,20163403103449-145,3,ranger-stop0
03/05/2016 11:14,20163403103449-145,3,general-gate2
03/05/2016 11:17,20162203102237-41,1,camping5
03/05/2016 11:19,20162302072339-398,1,general-gate5
03/05/2016 11:22,20162502012517-879,2,camping7
03/05/2016 11:27,20162703112728-345,1,entrance0
03/05/2016 11:28,20162302072339-398,1,entrance4
03/05/2016 11:31,20162502012517-879,2,general-gate6
03/05/2016 11:34,20163403103449-145,3,camping8
03/05/2016 11:35,20162502012517-879,2,general-gate5
03/05/2016 11:39,20161501071504-180,3,camping3
03/05/2016 11:40,20162703112728-345,1,general-gate4
03/05/2016 11:46,20162502012517-879,2,general-gate2
03/05/2016 11:47,20162703112728-345,1,general-gate7
03/05/2016 11:49,20162502012517-879,2,ranger-stop0
03/05/2016 11:52,20162502012517-879,2,ranger-stop2
03/05/2016 11:54,20161501071504-180,3,general-gate7
03/05/2016 11:55,20162502012517-879,2,general-gate1
03/05/2016 11:57,20162703112728-345,1,camping4
03/05/2016 12:02,20161501071504-180,3,general-gate4
03/05/2016 12:06,20162502012517-879,2,general-gate4
03/05/2016 12:13,20162502012517-879,2,general-gate7
03/05/2016 12:14,20161501071504-180,3,general-gate1
03/05/2016 12:17,20161501071504-180,3,ranger-stop2
03/05/2016 12:21,20161501071504-180,3,ranger-stop0
03/05/2016 12:24,20161501071504-180,3,general-gate2
03/05/2016 12:26,20162502012517-879,2,entrance1
03/05/2016 12:37,20161501071504-180,3,general-gate5
03/05/2016 12:48,20161501071504-180,3,entrance4
03/05/2016 13:05,20160503010513-655,1,entrance3
03/05/2016 13:24,20160503010513-655,1,general-gate1
03/05/2016 13:24,20162403012456-660,1,entrance3
03/05/2016 13:26,20160503010513-655,1,ranger-stop2
03/05/2016 13:29,20160503010513-655,1,ranger-stop0
03/05/2016 13:32,20160503010513-655,1,general-gate2
03/05/2016 13:32,20161929031920-756,1,camping2
03/05/2016 13:38,20162403012456-660,1,general-gate7
03/05/2016 13:43,20160503010513-655,1,general-gate5
03/05/2016 13:49,20161929031920-756,1,general-gate7
03/05/2016 13:52,20160503010513-655,1,entrance4
03/05/2016 13:54,20162403012456-660,1,camping0
03/05/2016 13:56,20161929031920-756,1,general-gate4
03/05/2016 14:00,20160003020009-483,1,entrance3
03/05/2016 14:08,20161929031920-756,1,entrance0
03/05/2016 14:13,20160003020009-483,1,general-gate7
03/05/2016 14:22,20160003020009-483,1,camping5
03/05/2016 14:47,20164703024748-814,1,entrance0
03/05/2016 14:49,20162101102134-434,3,camping0
03/05/2016 14:59,20165903025940-349,3,entrance2
03/05/2016 15:00,20164703024748-814,1,general-gate4
03/05/2016 15:03,20162101102134-434,3,entrance1
03/05/2016 15:07,20164703024748-814,1,general-gate7
03/05/2016 15:17,20164703024748-814,1,camping4
03/05/2016 15:17,20164703024748-814,1,camping4
03/05/2016 15:17,20165903025940-349,3,general-gate2
03/05/2016 15:20,20165903025940-349,3,ranger-stop0
03/05/2016 15:22,20165903025940-349,3,ranger-stop2
03/05/2016 15:25,20165903025940-349,3,general-gate1
03/05/2016 15:26,20164703024748-814,1,general-gate7
03/05/2016 15:35,20165903025940-349,3,general-gate4
03/05/2016 15:41,20165903025940-349,3,general-gate7
03/05/2016 15:41,20164703024748-814,1,entrance3
03/05/2016 15:53,20165903025940-349,3,camping3
03/05/2016 15:53,20165903025940-349,3,camping3
03/05/2016 16:05,20165903025940-349,3,general-gate7
03/05/2016 16:12,20161203041204-966,2,entrance1
03/05/2016 16:12,20165903025940-349,3,general-gate4
03/05/2016 16:22,20165903025940-349,3,general-gate1
03/05/2016 16:24,20165903025940-349,3,ranger-stop2
03/05/2016 16:26,20162603042640-652,2P,ranger-base
03/05/2016 16:26,20161203041204-966,2,general-gate7
03/05/2016 16:27,20165903025940-349,3,ranger-stop0
03/05/2016 16:28,20162603042640-652,2P,gate8
03/05/2016 16:29,20165903025940-349,3,general-gate2
03/05/2016 16:34,20161203041204-966,2,general-gate4
03/05/2016 16:35,20163503043557-533,1,entrance1
03/05/2016 16:38,20162603042640-652,2P,general-gate5
03/05/2016 16:40,20165903025940-349,3,general-gate5
03/05/2016 16:45,20163503043557-533,1,camping3
03/05/2016 16:46,20163503043557-533,1,camping3
03/05/2016 16:47,20162603042640-652,2P,gate3
03/05/2016 16:47,20161203041204-966,2,general-gate1
03/05/2016 16:49,20165903025940-349,3,entrance4
03/05/2016 16:49,20162603042640-652,2P,ranger-stop3
03/05/2016 16:50,20161203041204-966,2,ranger-stop2
03/05/2016 16:53,20161203041204-966,2,ranger-stop0
03/05/2016 16:56,20163503043557-533,1,entrance1
03/05/2016 16:57,20161203041204-966,2,general-gate2
03/05/2016 17:10,20161003051008-246,2,entrance3
03/05/2016 17:10,20161203041204-966,2,general-gate5
03/05/2016 17:22,20161203041204-966,2,entrance4
03/05/2016 17:29,20161003051008-246,2,general-gate1
03/05/2016 17:30,20162603042640-652,2P,ranger-stop3
03/05/2016 17:32,20162603042640-652,2P,gate3
03/05/2016 17:32,20161003051008-246,2,ranger-stop2
03/05/2016 17:35,20161003051008-246,2,ranger-stop0
03/05/2016 17:38,20161003051008-246,2,general-gate2
03/05/2016 17:40,20162603042640-652,2P,general-gate5
03/05/2016 17:46,20162603042640-652,2P,gate5
03/05/2016 17:47,20162603042640-652,2P,ranger-stop6
03/05/2016 17:57,20161003051008-246,2,entrance2
03/05/2016 18:00,20160003060001-544,5,entrance2
03/05/2016 18:10,20160723050724-51,2,camping2
03/05/2016 18:18,20161803061843-208,1,entrance0
03/05/2016 18:19,20161903061920-539,3,entrance0
03/05/2016 18:19,20161903061920-915,1,entrance2
03/05/2016 18:19,20160003060001-544,5,general-gate2
03/05/2016 18:20,20161903061920-539,3,general-gate1
03/05/2016 18:23,20160003060001-544,5,ranger-stop0
03/05/2016 18:23,20161903061920-539,3,ranger-stop2
03/05/2016 18:26,20160003060001-544,5,ranger-stop2
03/05/2016 18:26,20161903061920-539,3,ranger-stop0
03/05/2016 18:27,20162603042640-652,2P,ranger-stop6
03/05/2016 18:27,20160723050724-51,2,general-gate7
03/05/2016 18:28,20162603042640-652,2P,gate5
03/05/2016 18:28,20160003060001-544,5,general-gate1
03/05/2016 18:30,20161903061920-539,3,general-gate2
03/05/2016 18:30,20160003060001-544,5,entrance0
03/05/2016 18:30,20161803061843-208,1,general-gate4
03/05/2016 18:33,20162603042640-652,2P,general-gate5
03/05/2016 18:34,20160723050724-51,2,general-gate4
03/05/2016 18:37,20161803061843-208,1,general-gate7
03/05/2016 18:42,20161903061920-915,1,general-gate2
03/05/2016 18:42,20162603042640-652,2P,gate3
03/05/2016 18:44,20162603042640-652,2P,ranger-stop3
03/05/2016 18:45,20160723050724-51,2,general-gate1
03/05/2016 18:45,20161903061920-915,1,ranger-stop0
03/05/2016 18:47,20160723050724-51,2,ranger-stop2
03/05/2016 18:49,20161903061920-915,1,ranger-stop2
03/05/2016 18:49,20161803061843-208,1,entrance1
03/05/2016 18:50,20160723050724-51,2,ranger-stop0
03/05/2016 18:51,20161903061920-539,3,entrance2
03/05/2016 18:52,20161903061920-915,1,general-gate1
03/05/2016 18:53,20160723050724-51,2,general-gate2
03/05/2016 19:08,20162603042640-652,2P,ranger-stop3
03/05/2016 19:10,20162603042640-652,2P,gate3
03/05/2016 19:13,20160723050724-51,2,entrance2
03/05/2016 19:15,20161903061920-915,1,entrance3
03/05/2016 19:24,20162403072435-731,4,entrance3
03/05/2016 19:26,20162603042640-652,2P,general-gate2
03/05/2016 19:27,20162703072745-492,3,entrance1
03/05/2016 19:29,20162603042640-652,2P,ranger-stop0
03/05/2016 19:32,20162603042640-652,2P,ranger-stop2
03/05/2016 19:35,20162603042640-652,2P,general-gate1
03/05/2016 19:36,20162603042640-652,2P,gate0
03/05/2016 19:38,20162603042640-652,2P,gate1
03/05/2016 19:40,20162703072745-492,3,general-gate7
03/05/2016 19:45,20162403072435-731,4,entrance0
03/05/2016 19:46,20162603042640-652,2P,camping3
03/05/2016 19:46,20162703072745-492,3,general-gate4
03/05/2016 19:53,20162603042640-652,2P,camping3
03/05/2016 19:57,20162703072745-492,3,general-gate1
03/05/2016 20:00,20162703072745-492,3,ranger-stop2
03/05/2016 20:03,20162703072745-492,3,ranger-stop0
03/05/2016 20:06,20162703072745-492,3,general-gate2
03/05/2016 20:07,20162603042640-652,2P,general-gate7
03/05/2016 20:16,20161603081628-520,5,entrance0
03/05/2016 20:17,20162703072745-492,3,general-gate5
03/05/2016 20:21,20162603042640-652,2P,gate6
03/05/2016 20:22,20162603042640-652,2P,ranger-stop6
03/05/2016 20:23,20162603042640-652,2P,gate5
03/05/2016 20:26,20162703072745-492,3,entrance4
03/05/2016 20:28,20161603081628-520,5,general-gate4
03/05/2016 20:29,20162603042640-652,2P,gate8
03/05/2016 20:30,20162603042640-652,2P,ranger-base
03/05/2016 20:34,20161603081628-520,5,general-gate7
03/05/2016 20:47,20161603081628-520,5,entrance1
03/05/2016 20:53,20165303085331-849,4,entrance2
03/05/2016 21:04,20160403090427-480,2,entrance2
03/05/2016 21:12,20165303085331-849,4,general-gate2
03/05/2016 21:15,20165303085331-849,4,ranger-stop0
03/05/2016 21:18,20165303085331-849,4,ranger-stop2
03/05/2016 21:21,20165303085331-849,4,general-gate1
03/05/2016 21:22,20165303085331-849,4,entrance0
03/05/2016 21:24,20160403090427-480,2,general-gate2
03/05/2016 21:28,20160403090427-480,2,ranger-stop0
03/05/2016 21:31,20160403090427-480,2,ranger-stop2
03/05/2016 21:33,20164201094203-125,1,camping4
03/05/2016 21:34,20160403090427-480,2,general-gate1
03/05/2016 21:43,20164201094203-125,1,general-gate7
03/05/2016 21:45,20160403090427-480,2,general-gate4
03/05/2016 21:50,20164201094203-125,1,general-gate4
03/05/2016 21:52,20160403090427-480,2,general-gate7
03/05/2016 21:59,20165903095904-231,3,entrance0
03/05/2016 22:00,20165903095904-231,3,general-gate1
03/05/2016 22:02,20164201094203-125,1,entrance0
03/05/2016 22:03,20165903095904-231,3,ranger-stop2
03/05/2016 22:06,20160403090427-480,2,entrance1
03/05/2016 22:06,20165903095904-231,3,ranger-stop0
03/05/2016 22:10,20165903095904-231,3,general-gate2
03/05/2016 22:31,20165903095904-231,3,entrance2
03/05/2016 22:44,20164403104456-376,3,entrance4
03/05/2016 22:55,20164403104456-376,3,general-gate5
03/05/2016 23:06,20164403104456-376,3,general-gate2
03/05/2016 23:09,20164403104456-376,3,ranger-stop0
03/05/2016 23:13,20164403104456-376,3,ranger-stop2
03/05/2016 23:15,20164403104456-376,3,general-gate1
03/05/2016 23:26,20164403104456-376,3,general-gate4
03/05/2016 23:34,20164403104456-376,3,general-gate7
03/05/2016 23:39,20163903113941-395,1,entrance0
03/05/2016 23:47,20164403104456-376,3,entrance1
04/05/2016 00:01,20163903113941-395,1,entrance3
04/05/2016 00:23,20162304122319-846,2,entrance1
04/05/2016 00:37,20162304122319-846,2,general-gate7
04/05/2016 00:38,20163804123849-411,4,entrance1
04/05/2016 00:44,20162304122319-846,2,general-gate4
04/05/2016 00:52,20163804123849-411,4,general-gate7
04/05/2016 00:56,20162304122319-846,2,general-gate1
04/05/2016 00:57,20165704125735-467,1,entrance4
04/05/2016 00:59,20163804123849-411,4,general-gate4
04/05/2016 00:59,20162304122319-846,2,ranger-stop2
04/05/2016 01:03,20162304122319-846,2,ranger-stop0
04/05/2016 01:06,20162304122319-846,2,general-gate2
04/05/2016 01:07,20165704125735-467,1,general-gate5
04/05/2016 01:10,20163804123849-411,4,general-gate1
04/05/2016 01:13,20163804123849-411,4,ranger-stop2
04/05/2016 01:16,20163804123849-411,4,ranger-stop0
04/05/2016 01:18,20165704125735-467,1,general-gate2
04/05/2016 01:18,20162304122319-846,2,general-gate5
04/05/2016 01:19,20163804123849-411,4,general-gate2
04/05/2016 01:21,20165704125735-467,1,ranger-stop0
04/05/2016 01:23,20165704125735-467,1,ranger-stop2
04/05/2016 01:26,20165704125735-467,1,general-gate1
04/05/2016 01:29,20162304122319-846,2,entrance4
04/05/2016 01:31,20163804123849-411,4,general-gate5
04/05/2016 01:37,20165704125735-467,1,general-gate4
04/05/2016 01:41,20163804123849-411,4,entrance4
04/05/2016 01:43,20165704125735-467,1,general-gate7
04/05/2016 01:56,20165704125735-467,1,entrance1
04/05/2016 03:34,20163404033400-181,1,entrance4
04/05/2016 03:44,20163404033400-181,1,general-gate5
04/05/2016 03:55,20163404033400-181,1,general-gate2
04/05/2016 03:58,20163404033400-181,1,ranger-stop0
04/05/2016 04:01,20163404033400-181,1,ranger-stop2
04/05/2016 04:04,20163404033400-181,1,general-gate1
04/05/2016 04:15,20163404033400-181,1,general-gate4
04/05/2016 04:22,20163404033400-181,1,general-gate7
04/05/2016 04:35,20163404033400-181,1,entrance1
04/05/2016 05:21,20162104052105-700,1,entrance4
04/05/2016 05:22,20162204052251-924,4,entrance3
04/05/2016 05:32,20162104052105-700,1,general-gate5
04/05/2016 05:38,20162204052251-924,4,general-gate7
04/05/2016 05:45,20162104052105-700,1,general-gate2
04/05/2016 05:48,20162104052105-700,1,ranger-stop0
04/05/2016 05:52,20162104052105-700,1,ranger-stop2
04/05/2016 05:52,20162204052251-924,4,entrance1
04/05/2016 05:55,20162104052105-700,1,general-gate1
04/05/2016 06:16,20161604061614-874,1,entrance0
04/05/2016 06:18,20162104052105-700,1,entrance3
04/05/2016 06:20,20162004062009-436,4,entrance4
04/05/2016 06:29,20162004062009-436,4,general-gate5
04/05/2016 06:29,20161604061614-874,1,general-gate4
04/05/2016 06:37,20161604061614-874,1,general-gate7
04/05/2016 06:40,20162004062009-436,4,general-gate2
04/05/2016 06:43,20162004062009-436,4,ranger-stop0
04/05/2016 06:45,20162004062009-436,4,ranger-stop2
04/05/2016 06:48,20162004062009-436,4,general-gate1
04/05/2016 06:48,20161604061614-874,1,camping5
04/05/2016 06:49,20162004062009-436,4,entrance0
04/05/2016 07:00,20163403103449-145,3,camping8
04/05/2016 07:11,20161104071109-499,3,entrance3
04/05/2016 07:20,20163403103449-145,3,general-gate2
